Query,Genus/Species,Nucleotide_acc,Protein_acc,start,end,dir,PfamID1,Name1,Description1,E-value1,PfamID2,Name2,Description2,E-value2,PfamID3,Name3,Description3,E-value3,,,,,,,,
RZI81731.1,Rubrivivax sp.,SEFB01000146.1,RZI81729.1,2266,3208,+,PF16363,GDP_Man_Dehyd,"GDP-mannose 4,6 dehydratase",6.10E-53,PF01370,Epimerase,NAD dependent epimerase/dehydratase family,7.60E-46,PF07993,NAD_binding_4,Male sterility protein,6.90E-09,PF01073,3Beta_HSD,3-beta hydroxysteroid dehydrogenase/isomerase family,8.50E-07,PF04321,RmlD_sub_bind,RmlD substrate binding domain,0.00021
RZI81731.1,Rubrivivax sp.,SEFB01000146.1,RZI81730.1,3221,3977,+,PF13578,Methyltransf_24,Methyltransferase domain,1.60E-07,,,,,,,,,,,,,,,,
RZI81731.1,Rubrivivax sp.,SEFB01000146.1,RZI81731.1,3982,6232,+,PF05050,Methyltransf_21,Methyltransferase FkbM domain,1.70E-15,PF13432,TPR_16,Tetratricopeptide repeat,1.70E-05,PF14559,TPR_19,Tetratricopeptide repeat,3.80E-05,PF07719,TPR_2,Tetratricopeptide repeat,0.00024,PF13424,TPR_12,Tetratricopeptide repeat,0.00076
RZI81731.1,Rubrivivax sp.,SEFB01000146.1,RZI81732.1,7710,6294,-,PF02321,OEP,Outer membrane efflux protein,1.70E-16,,,,,,,,,,,,,,,,
RZI81731.1,Rubrivivax sp.,SEFB01000146.1,RZI81733.1,8946,7713,-,PF13437,HlyD_3,HlyD family secretion protein,9.20E-20,PF16576,HlyD_D23,Barrel-sandwich domain of CusB or HlyD membrane-fusion,5.70E-12,PF13533,Biotin_lipoyl_2,Biotin-lipoyl like,8.60E-10,PF00529,HlyD,HlyD membrane-fusion protein of T1SS,1.00E-09,,,,
RZI81731.1,Rubrivivax sp.,SEFB01000146.1,RZI81734.1,11273,8957,-,PF00005,ABC_tran,ABC transporter,9.80E-32,PF00664,ABC_membrane,ABC transporter transmembrane region,3.00E-24,PF13304,AAA_21,"AAA domain, putative AbiEii toxin, Type IV TA system",3.60E-06,PF02463,SMC_N,RecF/RecN/SMC N terminal domain,6.60E-06,,,,
RZI81731.1,Rubrivivax sp.,SEFB01000146.1,RZI81735.1,11796,12165,+,,,,,,,,,,,,,,,,,,,,
RZI81731.1,Rubrivivax sp.,SEFB01000146.1,RZI81736.1,12172,12397,+,,,,,,,,,,,,,,,,,,,,
WP_126617328.1,Azospirillum sp. L-25-5w-1,NZ_RXMA01000016.1,WP_126617322.1,178,364,+,PF10013,DUF2256,Uncharacterized protein conserved in bacteria (DUF2256),3.00E-20,,,,,,,,,,,,,,,,
WP_126617328.1,Azospirillum sp. L-25-5w-1,NZ_RXMA01000016.1,WP_126617324.1,1999,463,-,PF04055,Radical_SAM,Radical SAM superfamily,3.80E-22,PF02310,B12-binding,B12 binding domain,1.10E-13,,,,,,,,,,,,
WP_126617328.1,Azospirillum sp. L-25-5w-1,NZ_RXMA01000016.1,WP_126617326.1,2215,3076,+,PF03016,Exostosin,Exostosin family,2.60E-05,,,,,,,,,,,,,,,,
WP_126617328.1,Azospirillum sp. L-25-5w-1,NZ_RXMA01000016.1,WP_126617328.1,3131,4226,+,PF05050,Methyltransf_21,Methyltransferase FkbM domain,1.00E-14,,,,,,,,,,,,,,,,
WP_126617328.1,Azospirillum sp. L-25-5w-1,NZ_RXMA01000016.1,WP_126617330.1,6449,4229,-,PF07719,TPR_2,Tetratricopeptide repeat,1.90E-21,PF13432,TPR_16,Tetratricopeptide repeat,2.10E-18,PF13428,TPR_14,Tetratricopeptide repeat,3.30E-15,PF13414,TPR_11,TPR repeat,3.70E-15,PF14559,TPR_19,Tetratricopeptide repeat,3.60E-14
WP_126617328.1,Azospirillum sp. L-25-5w-1,NZ_RXMA01000016.1,WP_126617332.1,7131,6483,-,PF01794,Ferric_reduct,Ferric reductase like transmembrane component,1.10E-15,,,,,,,,,,,,,,,,
WP_126617328.1,Azospirillum sp. L-25-5w-1,NZ_RXMA01000016.1,WP_126617334.1,8078,7133,-,PF00174,Oxidored_molyb,Oxidoreductase molybdopterin binding domain,9.30E-34,,,,,,,,,,,,,,,,
WP_126617328.1,Azospirillum sp. L-25-5w-1,NZ_RXMA01000016.1,WP_158627945.1,9202,8218,-,PF13377,Peripla_BP_3,Periplasmic binding protein-like domain,1.10E-27,PF00532,Peripla_BP_1,Periplasmic binding proteins and sugar binding domain of LacI family,8.50E-16,PF00356,LacI,"Bacterial regulatory proteins, lacI family",3.20E-13,PF13407,Peripla_BP_4,Periplasmic binding protein domain,1.90E-07,,,,
WP_126617328.1,Azospirillum sp. L-25-5w-1,NZ_RXMA01000016.1,WP_126617338.1,9669,10773,+,PF13343,SBP_bac_6,Bacterial extracellular solute-binding protein,1.40E-31,PF13531,SBP_bac_11,Bacterial extracellular solute-binding protein,9.80E-23,PF13416,SBP_bac_8,Bacterial extracellular solute-binding protein,7.30E-21,PF01547,SBP_bac_1,Bacterial extracellular solute-binding protein,9.90E-18,,,,
WP_052755197.1,Neorhizobium galegae bv. orientalis,NZ_CCRJ01000007.1,WP_155414691.1,60291,60102,-,,,,,,,,,,,,,,,,,,,,
WP_052755197.1,Neorhizobium galegae bv. orientalis,NZ_CCRJ01000007.1,WP_052755196.1,61123,60313,-,PF06823,DUF1236,Protein of unknown function (DUF1236),1.40E-16,,,,,,,,,,,,,,,,
WP_052755197.1,Neorhizobium galegae bv. orientalis,NZ_CCRJ01000007.1,WP_080955441.1,61656,62250,+,,,,,,,,,,,,,,,,,,,,
WP_052755197.1,Neorhizobium galegae bv. orientalis,NZ_CCRJ01000007.1,WP_155414692.1,62898,62223,-,PF00072,Response_reg,Response regulator receiver domain,5.40E-21,PF00196,GerE,"Bacterial regulatory proteins, luxR family",2.40E-19,PF08281,Sigma70_r4_2,"Sigma-70, region 4",1.90E-09,PF04545,Sigma70_r4,"Sigma-70, region 4",1.60E-05,,,,
WP_052755197.1,Neorhizobium galegae bv. orientalis,NZ_CCRJ01000007.1,WP_046600709.1,64295,62894,-,PF13581,HATPase_c_2,Histidine kinase-like ATPase domain,5.00E-06,PF02518,HATPase_c,"Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase",1.10E-05,PF07730,HisKA_3,Histidine kinase,1.80E-05,,,,,,,,
WP_052755197.1,Neorhizobium galegae bv. orientalis,NZ_CCRJ01000007.1,WP_052755197.1,66924,64806,-,PF05050,Methyltransf_21,Methyltransferase FkbM domain,1.70E-16,,,,,,,,,,,,,,,,
WP_052755197.1,Neorhizobium galegae bv. orientalis,NZ_CCRJ01000007.1,WP_046600548.1,67851,67068,-,PF05050,Methyltransf_21,Methyltransferase FkbM domain,1.70E-12,PF05575,V_cholerae_RfbT,Vibrio cholerae RfbT protein,3.80E-05,,,,,,,,,,,,
WP_052755197.1,Neorhizobium galegae bv. orientalis,NZ_CCRJ01000007.1,WP_046600549.1,69198,68277,-,,,,,,,,,,,,,,,,,,,,
WP_052755197.1,Neorhizobium galegae bv. orientalis,NZ_CCRJ01000007.1,WP_046600550.1,70635,69414,-,PF00534,Glycos_transf_1,Glycosyl transferases group 1,4.90E-16,PF13692,Glyco_trans_1_4,Glycosyl transferases group 1,5.30E-14,,,,,,,,,,,,
WP_052755197.1,Neorhizobium galegae bv. orientalis,NZ_CCRJ01000007.1,WP_046600551.1,71411,70637,-,PF13649,Methyltransf_25,Methyltransferase domain,7.50E-14,PF08241,Methyltransf_11,Methyltransferase domain,2.00E-09,PF08242,Methyltransf_12,Methyltransferase domain,4.20E-07,PF13489,Methyltransf_23,Methyltransferase domain,8.80E-07,PF13847,Methyltransf_31,Methyltransferase domain,1.20E-05
WP_052755197.1,Neorhizobium galegae bv. orientalis,NZ_CCRJ01000007.1,WP_046600552.1,72517,71407,-,PF01041,DegT_DnrJ_EryC1,DegT/DnrJ/EryC1/StrS aminotransferase family,4.60E-113,PF00155,Aminotran_1_2,Aminotransferase class I and II,7.30E-07,PF01053,Cys_Met_Meta_PP,Cys/Met metabolism PLP-dependent enzyme,3.60E-05,PF00266,Aminotran_5,Aminotransferase class-V,0.0003,,,,
WP_068264873.1,Rubripirellula obstinata,NZ_VRLW01000001.1,WP_160148162.1,4396211,4395686,-,PF00685,Sulfotransfer_1,Sulfotransferase domain,7.20E-17,PF13469,Sulfotransfer_3,Sulfotransferase family,0.00014,,,,,,,,,,,,
WP_068264873.1,Rubripirellula obstinata,NZ_VRLW01000001.1,WP_200836865.1,4396447,4396120,-,,,,,,,,,,,,,,,,,,,,
WP_068264873.1,Rubripirellula obstinata,NZ_VRLW01000001.1,WP_084422762.1,4400927,4397171,-,PF14252,DUF4347,Domain of unknown function (DUF4347),2.10E-49,PF07995,GSDH,Glucose / Sorbosone dehydrogenase,1.30E-38,PF00139,Lectin_legB,Legume lectin domain,3.60E-36,PF16841,CBM60,Ca-dependent carbohydrate-binding module xylan-binding,1.30E-35,PF03160,Calx-beta,Calx-beta domain,4.10E-18
WP_068264873.1,Rubripirellula obstinata,NZ_VRLW01000001.1,WP_068264877.1,4401170,4401818,+,,,,,,,,,,,,,,,,,,,,
WP_068264873.1,Rubripirellula obstinata,NZ_VRLW01000001.1,WP_160148163.1,4402443,4401825,-,PF01531,Glyco_transf_11,Glycosyl transferase family 11,1.30E-07,,,,,,,,,,,,,,,,
WP_068264873.1,Rubripirellula obstinata,NZ_VRLW01000001.1,WP_068264873.1,4403568,4402884,-,PF05050,Methyltransf_21,Methyltransferase FkbM domain,3.40E-21,,,,,,,,,,,,,,,,
WP_068264873.1,Rubripirellula obstinata,NZ_VRLW01000001.1,WP_068264871.1,4403947,4404850,+,,,,,,,,,,,,,,,,,,,,
WP_068264873.1,Rubripirellula obstinata,NZ_VRLW01000001.1,WP_068264868.1,4404865,4406125,+,PF00534,Glycos_transf_1,Glycosyl transferases group 1,1.30E-22,PF13692,Glyco_trans_1_4,Glycosyl transferases group 1,1.20E-20,PF13524,Glyco_trans_1_2,Glycosyl transferases group 1,3.70E-09,PF13439,Glyco_transf_4,Glycosyltransferase Family 4,5.10E-05,,,,
WP_068264873.1,Rubripirellula obstinata,NZ_VRLW01000001.1,WP_084422761.1,4407451,4406506,-,PF00535,Glycos_transf_2,Glycosyl transferase family 2,9.40E-21,PF13641,Glyco_tranf_2_3,Glycosyltransferase like family 2,9.70E-11,PF10111,Glyco_tranf_2_2,Glycosyltransferase like family 2,7.20E-07,,,,,,,,
WP_068264873.1,Rubripirellula obstinata,NZ_VRLW01000001.1,WP_068264866.1,4408870,4407568,-,PF13692,Glyco_trans_1_4,Glycosyl transferases group 1,1.00E-19,PF00534,Glycos_transf_1,Glycosyl transferases group 1,1.60E-19,PF13524,Glyco_trans_1_2,Glycosyl transferases group 1,4.60E-09,,,,,,,,
WP_068264873.1,Rubripirellula obstinata,NZ_VRLW01000001.1,WP_160148164.1,4409969,4409174,-,PF13578,Methyltransf_24,Methyltransferase domain,1.20E-17,,,,,,,,,,,,,,,,
WP_146533066.1,Rubripirellula reticaptiva,NZ_SJPX01000001.1,WP_146533061.1,1645050,1644669,-,PF01503,PRA-PH,Phosphoribosyl-ATP pyrophosphohydrolase,6.20E-14,,,,,,,,,,,,,,,,
WP_146533066.1,Rubripirellula reticaptiva,NZ_SJPX01000001.1,WP_146533062.1,1645426,1646374,+,PF00535,Glycos_transf_2,Glycosyl transferase family 2,6.60E-16,PF13641,Glyco_tranf_2_3,Glycosyltransferase like family 2,5.80E-11,PF10111,Glyco_tranf_2_2,Glycosyltransferase like family 2,1.70E-07,,,,,,,,
WP_146533066.1,Rubripirellula reticaptiva,NZ_SJPX01000001.1,WP_146533063.1,1647642,1646391,-,PF00534,Glycos_transf_1,Glycosyl transferases group 1,1.80E-24,PF13692,Glyco_trans_1_4,Glycosyl transferases group 1,2.30E-24,PF13524,Glyco_trans_1_2,Glycosyl transferases group 1,1.80E-08,,,,,,,,
WP_146533066.1,Rubripirellula reticaptiva,NZ_SJPX01000001.1,WP_146533064.1,1648494,1647645,-,,,,,,,,,,,,,,,,,,,,
WP_146533066.1,Rubripirellula reticaptiva,NZ_SJPX01000001.1,WP_146533065.1,1649482,1648558,-,PF03071,GNT-I,GNT-I family,0.00028,,,,,,,,,,,,,,,,
WP_146533066.1,Rubripirellula reticaptiva,NZ_SJPX01000001.1,WP_146533066.1,1649744,1650416,+,PF05050,Methyltransf_21,Methyltransferase FkbM domain,6.70E-20,,,,,,,,,,,,,,,,
WP_146533066.1,Rubripirellula reticaptiva,NZ_SJPX01000001.1,WP_146533067.1,1651232,1650506,-,PF05050,Methyltransf_21,Methyltransferase FkbM domain,3.20E-17,,,,,,,,,,,,,,,,
WP_146533066.1,Rubripirellula reticaptiva,NZ_SJPX01000001.1,WP_186776036.1,1651726,1655383,+,PF14252,DUF4347,Domain of unknown function (DUF4347),9.30E-50,PF07995,GSDH,Glucose / Sorbosone dehydrogenase,9.20E-39,PF00139,Lectin_legB,Legume lectin domain,1.70E-36,PF16841,CBM60,Ca-dependent carbohydrate-binding module xylan-binding,1.10E-33,PF03160,Calx-beta,Calx-beta domain,2.40E-17
WP_146533066.1,Rubripirellula reticaptiva,NZ_SJPX01000001.1,WP_146533069.1,1655418,1655862,+,PF13883,Pyrid_oxidase_2,Pyridoxamine 5'-phosphate oxidase,9.50E-13,PF01243,Putative_PNPOx,Pyridoxamine 5'-phosphate oxidase,1.10E-08,,,,,,,,,,,,
WP_146533066.1,Rubripirellula reticaptiva,NZ_SJPX01000001.1,WP_146533070.1,1655887,1656304,+,,,,,,,,,,,,,,,,,,,,
WP_146533066.1,Rubripirellula reticaptiva,NZ_SJPX01000001.1,WP_146533071.1,1656974,1656314,-,PF02742,Fe_dep_repr_C,"Iron dependent repressor, metal binding and dimerisation domain",1.90E-29,PF01325,Fe_dep_repress,"Iron dependent repressor, N-terminal DNA binding domain",3.40E-14,PF04023,FeoA,FeoA domain,1.50E-06,PF12802,MarR_2,MarR family,0.00042,PF01047,MarR,MarR family,0.00053
WP_194070239.1,Tychonema sp. LEGE 06208,NZ_JADEWT010000099.1,WP_194070231.1,18230,19820,+,PF13414,TPR_11,TPR repeat,3.90E-103,PF00515,TPR_1,Tetratricopeptide repeat,8.00E-95,PF07719,TPR_2,Tetratricopeptide repeat,5.10E-90,PF13428,TPR_14,Tetratricopeptide repeat,3.60E-72,PF13181,TPR_8,Tetratricopeptide repeat,3.70E-65
WP_194070239.1,Tychonema sp. LEGE 06208,NZ_JADEWT010000099.1,WP_194070245.1,19797,20037,+,PF00515,TPR_1,Tetratricopeptide repeat,4.00E-08,PF07719,TPR_2,Tetratricopeptide repeat,4.40E-08,PF13431,TPR_17,Tetratricopeptide repeat,3.30E-07,PF13414,TPR_11,TPR repeat,6.60E-07,PF13424,TPR_12,Tetratricopeptide repeat,4.20E-05
WP_194070239.1,Tychonema sp. LEGE 06208,NZ_JADEWT010000099.1,WP_194070233.1,20626,20029,-,,,,,,,,,,,,,,,,,,,,
WP_194070239.1,Tychonema sp. LEGE 06208,NZ_JADEWT010000099.1,WP_194070235.1,20961,20628,-,PF00535,Glycos_transf_2,Glycosyl transferase family 2,7.30E-17,PF10111,Glyco_tranf_2_2,Glycosyltransferase like family 2,3.40E-05,PF13641,Glyco_tranf_2_3,Glycosyltransferase like family 2,0.00021,,,,,,,,
WP_194070239.1,Tychonema sp. LEGE 06208,NZ_JADEWT010000099.1,WP_194070237.1,21787,21019,-,,,,,,,,,,,,,,,,,,,,
WP_194070239.1,Tychonema sp. LEGE 06208,NZ_JADEWT010000099.1,WP_194070239.1,23083,21799,-,PF05050,Methyltransf_21,Methyltransferase FkbM domain,1.70E-12,,,,,,,,,,,,,,,,
WP_194070239.1,Tychonema sp. LEGE 06208,NZ_JADEWT010000099.1,WP_194070247.1,24060,23466,-,PF03269,DUF268,"Caenorhabditis protein of unknown function, DUF268",2.50E-30,,,,,,,,,,,,,,,,
WP_132553847.1,Niastella sp. CF465,NZ_SLYK01000001.1,WP_132553837.1,340010,339122,-,PF00515,TPR_1,Tetratricopeptide repeat,7.20E-11,PF07719,TPR_2,Tetratricopeptide repeat,1.40E-10,PF13424,TPR_12,Tetratricopeptide repeat,4.40E-10,PF13176,TPR_7,Tetratricopeptide repeat,2.50E-09,PF13431,TPR_17,Tetratricopeptide repeat,7.60E-09
WP_132553847.1,Niastella sp. CF465,NZ_SLYK01000001.1,WP_165920366.1,341317,340780,-,PF16702,DUF5063,Domain of unknown function (DUF5063),1.60E-39,,,,,,,,,,,,,,,,
WP_132553847.1,Niastella sp. CF465,NZ_SLYK01000001.1,WP_132553841.1,341978,341486,-,,,,,,,,,,,,,,,,,,,,
WP_132553847.1,Niastella sp. CF465,NZ_SLYK01000001.1,WP_132553843.1,343330,342004,-,PF00535,Glycos_transf_2,Glycosyl transferase family 2,2.40E-05,,,,,,,,,,,,,,,,
WP_132553847.1,Niastella sp. CF465,NZ_SLYK01000001.1,WP_132553845.1,344302,343360,-,PF00852,Glyco_transf_10,Glycosyltransferase family 10 (fucosyltransferase) C-term,1.30E-15,,,,,,,,,,,,,,,,
WP_132553847.1,Niastella sp. CF465,NZ_SLYK01000001.1,WP_132553847.1,344950,344314,-,PF05050,Methyltransf_21,Methyltransferase FkbM domain,3.80E-13,,,,,,,,,,,,,,,,
WP_132553847.1,Niastella sp. CF465,NZ_SLYK01000001.1,WP_132553849.1,346396,344977,-,PF13704,Glyco_tranf_2_4,Glycosyl transferase family 2,3.40E-07,,,,,,,,,,,,,,,,
WP_132553847.1,Niastella sp. CF465,NZ_SLYK01000001.1,WP_132553851.1,347390,346397,-,,,,,,,,,,,,,,,,,,,,
WP_132553847.1,Niastella sp. CF465,NZ_SLYK01000001.1,WP_165920367.1,348564,347400,-,PF13899,Thioredoxin_7,Thioredoxin-like,7.70E-13,PF13098,Thioredoxin_2,Thioredoxin-like domain,3.60E-08,PF00085,Thioredoxin,Thioredoxin,8.20E-08,PF03190,Thioredox_DsbH,"Protein of unknown function, DUF255",7.90E-06,PF13905,Thioredoxin_8,Thioredoxin-like,6.30E-05
WP_132553847.1,Niastella sp. CF465,NZ_SLYK01000001.1,WP_165920368.1,348780,348627,-,,,,,,,,,,,,,,,,,,,,
WP_132553847.1,Niastella sp. CF465,NZ_SLYK01000001.1,WP_132553857.1,350602,348964,-,PF07884,VKOR,Vitamin K epoxide reductase family,2.60E-15,PF13462,Thioredoxin_4,Thioredoxin,4.30E-12,PF03412,Peptidase_C39,Peptidase C39 family,2.90E-07,,,,,,,,
WP_029009845.1,Azospirillum halopraeferens DSM 3675,NZ_AUCF01000029.1,WP_051341085.1,23836,22834,-,PF14522,Cytochrome_C7,Cytochrome c7 and related cytochrome c,3.30E-09,PF14537,Cytochrom_c3_2,Cytochrome c3,5.20E-07,PF09699,Paired_CXXCH_1,Doubled CXXCH motif (Paired_CXXCH_1),1.30E-06,PF03264,Cytochrom_NNT,"NapC/NirT cytochrome c family, N-terminal region",0.00013,,,,
WP_029009845.1,Azospirillum halopraeferens DSM 3675,NZ_AUCF01000029.1,WP_169732839.1,24041,24887,+,PF15140,DUF4573,Domain of unknown function (DUF4573),1.30E-16,PF02948,Amelogenin,Amelogenin,8.40E-05,,,,,,,,,,,,
WP_029009845.1,Azospirillum halopraeferens DSM 3675,NZ_AUCF01000029.1,WP_051341091.1,25376,25073,-,,,,,,,,,,,,,,,,,,,,
WP_029009845.1,Azospirillum halopraeferens DSM 3675,NZ_AUCF01000029.1,WP_051341086.1,26000,28703,+,PF13844,Glyco_transf_41,Glycosyl transferase family 41,1.70E-39,PF13432,TPR_16,Tetratricopeptide repeat,6.50E-27,PF07719,TPR_2,Tetratricopeptide repeat,3.90E-20,PF13414,TPR_11,TPR repeat,8.20E-18,PF13428,TPR_14,Tetratricopeptide repeat,1.90E-17
WP_029009845.1,Azospirillum halopraeferens DSM 3675,NZ_AUCF01000029.1,WP_029009844.1,28699,29725,+,,,,,,,,,,,,,,,,,,,,
WP_029009845.1,Azospirillum halopraeferens DSM 3675,NZ_AUCF01000029.1,WP_029009845.1,29721,30810,+,PF05050,Methyltransf_21,Methyltransferase FkbM domain,9.50E-17,,,,,,,,,,,,,,,,
WP_029009845.1,Azospirillum halopraeferens DSM 3675,NZ_AUCF01000029.1,WP_029009846.1,33041,30824,-,PF13432,TPR_16,Tetratricopeptide repeat,7.20E-27,PF07719,TPR_2,Tetratricopeptide repeat,2.10E-22,PF13428,TPR_14,Tetratricopeptide repeat,1.00E-20,PF13181,TPR_8,Tetratricopeptide repeat,2.10E-17,PF00515,TPR_1,Tetratricopeptide repeat,1.20E-15
WP_029009845.1,Azospirillum halopraeferens DSM 3675,NZ_AUCF01000029.1,WP_029009847.1,33134,34016,+,PF03016,Exostosin,Exostosin family,2.00E-06,,,,,,,,,,,,,,,,
WP_029009845.1,Azospirillum halopraeferens DSM 3675,NZ_AUCF01000029.1,WP_029009848.1,34106,34781,+,PF13578,Methyltransf_24,Methyltransferase domain,1.70E-14,,,,,,,,,,,,,,,,
WP_029009845.1,Azospirillum halopraeferens DSM 3675,NZ_AUCF01000029.1,WP_029009849.1,35206,34918,-,,,,,,,,,,,,,,,,,,,,
WP_029009845.1,Azospirillum halopraeferens DSM 3675,NZ_AUCF01000029.1,WP_029009850.1,35421,35892,+,PF05099,TerB,Tellurite resistance protein TerB,4.30E-33,,,,,,,,,,,,,,,,
WP_183590204.1,Mucilaginibacter lappiensis,NZ_JACHCA010000033.1,WP_183590203.1,0,2826,+,PF00501,AMP-binding,AMP-binding enzyme,1.50E-54,PF00668,Condensation,Condensation domain,1.30E-44,PF00550,PP-binding,Phosphopantetheine attachment site,2.00E-10,PF13193,AMP-binding_C,AMP-binding enzyme C-terminal domain,3.60E-09,,,,
WP_183590204.1,Mucilaginibacter lappiensis,NZ_JACHCA010000033.1,WP_183590204.1,3153,3789,+,PF05050,Methyltransf_21,Methyltransferase FkbM domain,1.40E-11,,,,,,,,,,,,,,,,
WP_183590204.1,Mucilaginibacter lappiensis,NZ_JACHCA010000033.1,WP_183590205.1,3969,4221,+,PF18934,DUF5682,Family of unknown function (DUF5682),2.00E-05,,,,,,,,,,,,,,,,
WP_183590204.1,Mucilaginibacter lappiensis,NZ_JACHCA010000033.1,WP_183590206.1,4946,6704,+,PF00144,Beta-lactamase,Beta-lactamase,1.50E-56,,,,,,,,,,,,,,,,
WP_183590204.1,Mucilaginibacter lappiensis,NZ_JACHCA010000033.1,WP_183590214.1,6890,7178,+,,,,,,,,,,,,,,,,,,,,
WP_183590204.1,Mucilaginibacter lappiensis,NZ_JACHCA010000033.1,WP_020600871.1,7209,8152,+,,,,,,,,,,,,,,,,,,,,
WP_183590204.1,Mucilaginibacter lappiensis,NZ_JACHCA010000033.1,WP_183590207.1,9103,8353,-,PF00975,Thioesterase,Thioesterase domain,1.60E-38,PF12697,Abhydrolase_6,Alpha/beta hydrolase family,0.00012,,,,,,,,,,,,
WP_043397609.1,Archangium violaceum Cb vi76,NZ_JPMI01000131.1,WP_043397601.1,10375,8950,-,PF00078,RVT_1,Reverse transcriptase (RNA-dependent DNA polymerase),5.90E-24,,,,,,,,,,,,,,,,
WP_043397609.1,Archangium violaceum Cb vi76,NZ_JPMI01000131.1,WP_043397604.1,11553,10821,-,PF15579,Imm52,Immunity protein 52,7.70E-29,,,,,,,,,,,,,,,,
WP_043397609.1,Archangium violaceum Cb vi76,NZ_JPMI01000131.1,WP_052518387.1,21244,11743,-,PF00501,AMP-binding,AMP-binding enzyme,1.50E-294,PF00668,Condensation,Condensation domain,1.80E-240,PF00550,PP-binding,Phosphopantetheine attachment site,1.60E-45,PF13193,AMP-binding_C,AMP-binding enzyme C-terminal domain,4.10E-34,,,,
WP_043397609.1,Archangium violaceum Cb vi76,NZ_JPMI01000131.1,WP_043397607.1,22399,21301,-,PF02274,Amidinotransf,Amidinotransferase,0.00014,,,,,,,,,,,,,,,,
WP_043397609.1,Archangium violaceum Cb vi76,NZ_JPMI01000131.1,WP_052518388.1,23480,22436,-,PF00487,FA_desaturase,Fatty acid desaturase,2.70E-32,,,,,,,,,,,,,,,,
WP_043397609.1,Archangium violaceum Cb vi76,NZ_JPMI01000131.1,WP_043397609.1,23717,24410,+,PF05050,Methyltransf_21,Methyltransferase FkbM domain,6.00E-13,,,,,,,,,,,,,,,,
WP_043397609.1,Archangium violaceum Cb vi76,NZ_JPMI01000131.1,WP_052518389.1,24414,25764,+,PF07690,MFS_1,Major Facilitator Superfamily,5.80E-24,PF05977,MFS_3,Transmembrane secretion effector,5.80E-23,,,,,,,,,,,,
WP_043397609.1,Archangium violaceum Cb vi76,NZ_JPMI01000131.1,WP_052518390.1,25825,32968,+,PF00668,Condensation,Condensation domain,6.50E-213,PF00501,AMP-binding,AMP-binding enzyme,1.00E-208,PF00550,PP-binding,Phosphopantetheine attachment site,3.40E-32,PF00975,Thioesterase,Thioesterase domain,1.10E-28,PF13193,AMP-binding_C,AMP-binding enzyme C-terminal domain,8.50E-23
WP_043397609.1,Archangium violaceum Cb vi76,NZ_JPMI01000131.1,WP_043397611.1,32973,33801,+,PF13621,Cupin_8,Cupin-like domain,5.20E-26,PF02373,JmjC,"JmjC domain, hydroxylase",0.00017,PF08007,Cupin_4,Cupin superfamily protein,0.00087,,,,,,,,
WP_043397609.1,Archangium violaceum Cb vi76,NZ_JPMI01000131.1,WP_152622208.1,33810,35838,+,PF01564,Spermine_synth,Spermine/spermidine synthase domain,1.40E-09,,,,,,,,,,,,,,,,
WP_043397609.1,Archangium violaceum Cb vi76,NZ_JPMI01000131.1,WP_052518391.1,35897,37271,+,PF14518,Haem_oxygenas_2,Iron-containing redox enzyme,5.60E-25,,,,,,,,,,,,,,,,
CUM61135.1,Planktothrix agardhii,LO018304.1,CUM61130.1,3376416,3376866,+,PF01724,DUF29,Domain of unknown function DUF29,2.10E-50,,,,,,,,,,,,,,,,
CUM61135.1,Planktothrix agardhii,LO018304.1,CUM61131.1,3376862,3377234,+,PF18765,Polbeta,"Polymerase beta, Nucleotidyltransferase",2.90E-07,PF01909,NTP_transf_2,Nucleotidyltransferase domain,0.00071,,,,,,,,,,,,
CUM61135.1,Planktothrix agardhii,LO018304.1,CUM61132.1,3377447,3378620,+,PF01385,OrfB_IS605,Probable transposase,2.90E-31,PF07282,OrfB_Zn_ribbon,Putative transposase DNA-binding domain,1.50E-23,PF12323,HTH_OrfB_IS605,Helix-turn-helix domain,2.10E-20,,,,,,,,
CUM61135.1,Planktothrix agardhii,LO018304.1,CUM61133.1,3378699,3378990,+,,,,,,,,,,,,,,,,,,,,
CUM61135.1,Planktothrix agardhii,LO018304.1,CUM61134.1,3379677,3379032,-,PF05685,Uma2,Putative restriction endonuclease,3.30E-33,,,,,,,,,,,,,,,,
CUM61135.1,Planktothrix agardhii,LO018304.1,CUM61135.1,3379728,3381252,+,PF05050,Methyltransf_21,Methyltransferase FkbM domain,4.20E-13,,,,,,,,,,,,,,,,
CUM61135.1,Planktothrix agardhii,LO018304.1,CUM61136.1,3381806,3381341,-,PF01724,DUF29,Domain of unknown function DUF29,1.10E-46,,,,,,,,,,,,,,,,
CUM61135.1,Planktothrix agardhii,LO018304.1,CUM61137.1,3382036,3382393,+,,,,,,,,,,,,,,,,,,,,
CUM61135.1,Planktothrix agardhii,LO018304.1,CUM61138.1,3383253,3382389,-,PF01145,Band_7,SPFH domain / Band 7 family,3.30E-34,PF13421,Band_7_1,SPFH domain-Band 7 family,0.0006,,,,,,,,,,,,
